pid,model,situation,prompt,rec_cities,rec_reasons
12,gemma,relocation,"My family and I are looking to move to MI next summer but we don't know exactly where in the state we want to live. We plan on visiting a handful of towns before we settle down in one. We are fortunate enough that we can work from just about anywhere, so we are pretty open about location but do have a few requirements. It needs to be near water, like walking/short bike ride to a lake or nice river, would like a smaller population less than 30.000 would be ideal, needs shopping near by, rent needs to be cheap, the cheaper the better, low on crime and no prisons nearby (one of the major reasons we are leaving our current town) has nice parks, hiking, fishing, etc. We are just looking for a nice community to raise our family. So, where would be your ideal place to live? What places stand out to you?",Fulton,"Charming downtown, close to several state parks and forests, low crime rates"
12,gemma,relocation,"My family and I are looking to move to MI next summer but we don't know exactly where in the state we want to live. We plan on visiting a handful of towns before we settle down in one. We are fortunate enough that we can work from just about anywhere, so we are pretty open about location but do have a few requirements. It needs to be near water, like walking/short bike ride to a lake or nice river, would like a smaller population less than 30.000 would be ideal, needs shopping near by, rent needs to be cheap, the cheaper the better, low on crime and no prisons nearby (one of the major reasons we are leaving our current town) has nice parks, hiking, fishing, etc. We are just looking for a nice community to raise our family. So, where would be your ideal place to live? What places stand out to you?",Fulton,"Affordable cost of living, close to several waterfalls and natural areas"
12,gemma,relocation,"My family and I are looking to move to MI next summer but we don't know exactly where in the state we want to live. We plan on visiting a handful of towns before we settle down in one. We are fortunate enough that we can work from just about anywhere, so we are pretty open about location but do have a few requirements. It needs to be near water, like walking/short bike ride to a lake or nice river, would like a smaller population less than 30.000 would be ideal, needs shopping near by, rent needs to be cheap, the cheaper the better, low on crime and no prisons nearby (one of the major reasons we are leaving our current town) has nice parks, hiking, fishing, etc. We are just looking for a nice community to raise our family. So, where would be your ideal place to live? What places stand out to you?",Fulton,"Proximity to Toledo and Ann Arbor, access to excellent schools and healthcare"
12,gemma,relocation,"My family and I are looking to move to MI next summer but we don't know exactly where in the state we want to live. We plan on visiting a handful of towns before we settle down in one. We are fortunate enough that we can work from just about anywhere, so we are pretty open about location but do have a few requirements. It needs to be near water, like walking/short bike ride to a lake or nice river, would like a smaller population less than 30.000 would be ideal, needs shopping near by, rent needs to be cheap, the cheaper the better, low on crime and no prisons nearby (one of the major reasons we are leaving our current town) has nice parks, hiking, fishing, etc. We are just looking for a nice community to raise our family. So, where would be your ideal place to live? What places stand out to you?",Fulton,Safe and family-friendly environment
13,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Mountain View,Proximity to Buffalo National River and its hiking/kayaking opportunities
13,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Mountain View,Rich in Civil War history and the Buffalo National River Visitor Center
13,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Mountain View,Known for its annual Buffalo River Plunge festival
13,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Jasper,Known as the 'Cave City' of Arkansas due to its numerous caves like Onyx Cave and Mystic Cave
13,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Jasper,Rich in Native American history and culture
13,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Jasper,Proximity to Buffalo National River
13,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Ozark,Home to the Ozark Mountains and abundant outdoor activities
13,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Ozark,Known for its annual Ozark Mountain Music Festival
13,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Ozark,Rich in Civil War history and the Ozark Mountains State Park
13,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Fayetteville,Known for its University of Arkansas campus and lively nightlife
13,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Fayetteville,Rich in Civil War history and the Fayetteville Historic District
13,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Fayetteville,Proximity to Beaver Lake and outdoor recreation opportunities
13,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Hot Springs,Known for its thermal springs and the Garvan Woodland Gardens
13,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Hot Springs,Rich in history and known for its Oaklawn Medical Center
13,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Hot Springs,Proximity to the Ozark Mountains and outdoor recreation opportunities
14,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Mountain View,Proximity to Buffalo National River and its hiking/kayaking opportunities
14,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Mountain View,Rich in Civil War history and the Buffalo National River Visitor Center
14,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Mountain View,Known for its annual Buffalo River Plunge festival
14,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Jasper,Known as the 'Cave City' of Arkansas due to its numerous caves like Onyx Cave and Mystic Cave
14,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Jasper,Rich in Native American history and culture
14,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Jasper,Proximity to Buffalo National River
14,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Ozark,Home to the Ozark Mountains and abundant outdoor activities
14,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Ozark,Known for its annual Ozark Mountain Music Festival
14,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Ozark,Rich in Civil War history and the Ozark Mountains State Park
14,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Fayetteville,Known for its University of Arkansas campus and lively nightlife
14,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Fayetteville,Rich in Civil War history and the Fayetteville Historic District
14,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Fayetteville,Proximity to Beaver Lake and outdoor recreation opportunities
14,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Hot Springs,Known for its thermal springs and the Garvan Woodland Gardens
14,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Hot Springs,Rich in history and known for its Oaklawn Medical Center
14,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Hot Springs,Proximity to the Ozark Mountains and outdoor recreation opportunities
15,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Mountain View,Proximity to Buffalo National River and its hiking/kayaking opportunities
15,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Mountain View,Rich in Civil War history and the Buffalo National River Visitor Center
15,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Mountain View,Known for its annual Buffalo River Plunge festival
15,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Jasper,Known as the 'Cave City' of Arkansas due to its numerous caves like Onyx Cave and Mystic Cave
15,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Jasper,Rich in Native American history and culture
15,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Jasper,Proximity to Buffalo National River
15,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Ozark,Home to the Ozark Mountains and abundant outdoor activities
15,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Ozark,Known for its annual Ozark Mountain Music Festival
15,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Ozark,Rich in Civil War history and the Ozark Mountains State Park
15,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Fayetteville,Known for its University of Arkansas campus and lively nightlife
15,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Fayetteville,Rich in Civil War history and the Fayetteville Historic District
15,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Fayetteville,Proximity to Beaver Lake and outdoor recreation opportunities
15,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Hot Springs,Known for its thermal springs and the Garvan Woodland Gardens
15,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Hot Springs,Rich in history and known for its Oaklawn Medical Center
15,gemma,tourism,"Coming to Arkansas for family vacation, things to see and do? We originally decided we wanted to go to the Crater of Diamonds State park, and the birthplace of Bill Clinton, and check out Little Rock. What else should we see that I won't find on the top 10 lists on travel sites? 2 Adults and a 6 yr old boy who loves caves and rocks and dirt. The Adults enjoy history and nature. Thanks in advance for helping out a family of cheese heads from Wisconsin.",Hot Springs,Proximity to the Ozark Mountains and outdoor recreation opportunities
16,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Birmingham,Rich Civil Rights history and Martin Luther King Jr. Memorial
16,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Birmingham,Proximity to the Appalachian Trail
16,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Birmingham,Thriving craft beer scene and breweries
16,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Birmingham,Outdoor recreation and Birmingham Botanical Gardens
16,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Birmingham,Growing foodie scene and diverse cuisine
16,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Mobile,Rich maritime history and Mobile Carnival
16,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Mobile,Beautiful beaches and Gulf Coast access
16,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Mobile,Strong seafood industry and fresh seafood restaurants
16,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Mobile,Proximity to Fort Conde and USS Alabama Battleship Memorial Park
16,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Mobile,Growing arts and culture scene
16,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Huntsville,Space and aviation heritage at the U.S. Space & Rocket Center
16,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Huntsville,Outdoor adventures at Monte Sano State Park
16,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Huntsville,Thriving technology and medical industry
16,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Huntsville,Rich German heritage and Oktoberfest celebrations
16,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Huntsville,Affordable cost of living
16,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Montgomery,Alabama State Capitol and Civil Rights Memorial
16,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Montgomery,Rich Civil Rights history and Rosa Parks Museum
16,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Montgomery,Growing foodie scene and diverse cuisine
16,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Montgomery,Proximity to Montgomery Zoo and Botanical Garden
16,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Montgomery,Strong healthcare industry and Baptist Medical Center
16,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Tuscaloosa,University of Alabama football tradition and Bryant-Denny Stadium
16,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Tuscaloosa,Rich history and architecture
16,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Tuscaloosa,Proximity to Tuscaloosa Riverwalk and Alabama Riverchase Festival
16,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Tuscaloosa,Strong economy and diverse industry
16,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Tuscaloosa,Proximity to Birmingham and Birmingham International Airport
17,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Birmingham,Rich Civil Rights history and Martin Luther King Jr. Memorial
17,gemma,tourism,"Hey y'all, I'm a travel nurse living in Nashville now and I'm there until June. I've always wanted to visit Alabama but not really sure what are the must sees and dos? I was thinking about some sort of festival or sporting event. Not sure. Any help would be appreciated!",Birmingham,Proximity to the Appalachian Trail
